62027.1
{4.44444, 0, 6.66667}	{229.558, 415.379, -145.212}
{4.44444, 0, 7.77778}	{-2.85666, 303.859, 137.27}
{4.44444, 0, 8.88889}	{130.452, -7.60625, 162.094}
{4.44444, 0, 10}	{-627.506, -31.0327, -73.9288}
{4.44444, 1.11111, 0}	{-24.9447, 217.549, 77.1791}
{4.44444, 1.11111, 1.11111}	{343.792, -339.109, -197.59}
{4.44444, 1.11111, 2.22222}	{226.431, -306.672, -24.75}
{4.44444, 1.11111, 3.33333}	{85.9447, 123.517, -50.6333}
{4.44444, 1.11111, 4.44444}	{-128.31, 158.372, 154.327}
{4.44444, 1.11111, 5.55556}	{44.1301, -50.3089, -358.985}
{4.44444, 1.11111, 6.66667}	{341.613, 533.272, 158.753}
{4.44444, 1.11111, 7.77778}	{-153.667, 251.884, -166.955}
{4.44444, 1.11111, 8.88889}	{251.291, 93.1147, -310.242}
{4.44444, 1.11111, 10}	{-238.056, -112.676, -152.35}
{4.44444, 2.22222, 0}	{368.661, -46.146, 430.43}
{4.44444, 2.22222, 1.11111}	{29.7228, -118.547, 62.18}
{4.44444, 2.22222, 2.22222}	{160.952, 138.212, 169.961}
{4.44444, 2.22222, 3.33333}	{-72.5165, 330.59, -332.063}
{4.44444, 2.22222, 4.44444}	{-156.387, 137.098, 315.294}
{4.44444, 2.22222, 5.55556}	{-317.862, 227.329, 188.155}
{4.44444, 2.22222, 6.66667}	{316.703, -19.2755, -122.364}
{4.44444, 2.22222, 7.77778}	{695.082, 58.7427, -20.8545}
{4.44444, 2.22222, 8.88889}	{-270.414, -155.81, -126.65}
{4.44444, 2.22222, 10}	{-182.507, 5.03872, 141.47}
{4.44444, 3.33333, 0}	{148.362, -301.013, -215.25}
{4.44444, 3.33333, 1.11111}	{-357.128, -330.245, 108.536}
{4.44444, 3.33333, 2.22222}	{36.4876, 409.953, -307.12}
{4.44444, 3.33333, 3.33333}	{321.836, -537.291, 93.9638}
{4.44444, 3.33333, 4.44444}	{-390.693, -294.86, 187.152}
{4.44444, 3.33333, 5.55556}	{-20.3987, -346.605, -518.637}
{4.44444, 3.33333, 6.66667}	{39.7173, 85.1189, -58.7125}
{4.44444, 3.33333, 7.77778}	{-319.755, 134.817, -331.14}
{4.44444, 3.33333, 8.88889}	{144.5, -259.957, -15.953}
{4.44444, 3.33333, 10}	{144.306, -296.349, 326.729}
{4.44444, 4.44444, 0}	{232.761, 125, 165.842}
{4.44444, 4.44444, 1.11111}	{-504.252, 24.3066, 7.38198}
{4.44444, 4.44444, 2.22222}	{188.144, 233.315, 214.394}
{4.44444, 4.44444, 3.33333}	{18.461, -142.706, -68.986}
{4.44444, 4.44444, 4.44444}	{68.2461, 193.131, -125.318}
{4.44444, 4.44444, 5.55556}	{-161.524, 28.6219, -537.018}
{4.44444, 4.44444, 6.66667}	{-210.983, 378.037, 256.818}
{4.44444, 4.44444, 7.77778}	{-65.0286, 200.894, -200.639}
{4.44444, 4.44444, 8.88889}	{-417.451, -466.028, 408.263}
{4.44444, 4.44444, 10}	{-414.994, 282.905, 114.308}
{4.44444, 5.55556, 0}	{-610.298, -145.767, 100.739}
{4.44444, 5.55556, 1.11111}	{100.168, 258.753, 132.751}
{4.44444, 5.55556, 2.22222}	{20.9087, -39.1924, 300.023}
{4.44444, 5.55556, 3.33333}	{-97.3258, -111.879, -182.188}
{4.44444, 5.55556, 4.44444}	{362.387, -55.9349, -521.945}
{4.44444, 5.55556, 5.55556}	{-551.604, -266.215, 118.376}
{4.44444, 5.55556, 6.66667}	{-136.811, -254.895, 539.116}
{4.44444, 5.55556, 7.77778}	{436.72, -185.256, -228.804}
{4.44444, 5.55556, 8.88889}	{-495.319, -83.8734, 544.951}
{4.44444, 5.55556, 10}	{-138.508, 91.181, -523.579}
{4.44444, 6.66667, 0}	{-279.649, -301.201, -100.45}
{4.44444, 6.66667, 1.11111}	{185.755, -39.9628, -117.12}
{4.44444, 6.66667, 2.22222}	{276.435, 392.579, -135.692}
{4.44444, 6.66667, 3.33333}	{156.314, 190.349, 302.884}
{4.44444, 6.66667, 4.44444}	{-427.799, 13.0397, 11.481}
{4.44444, 6.66667, 5.55556}	{-206.216, -180.729, 151.29}
{4.44444, 6.66667, 6.66667}	{109.117, 71.5894, 119.45}
{4.44444, 6.66667, 7.77778}	{487.767, -581.29, 26.1097}
{4.44444, 6.66667, 8.88889}	{-320.563, 299.018, -106.144}
{4.44444, 6.66667, 10}	{240.723, -383.911, -237.703}
{4.44444, 7.77778, 0}	{-191.053, -87.584, 131.852}
{4.44444, 7.77778, 1.11111}	{-276.894, -266.208, 188.001}
{4.44444, 7.77778, 2.22222}	{278.383, 74.3601, -140.316}
{4.44444, 7.77778, 3.33333}	{-349.079, 210.32, 328.81}
{4.44444, 7.77778, 4.44444}	{89.0917, -189.369, -111.915}
{4.44444, 7.77778, 5.55556}	{375.284, 57.3233, 7.24025}
{4.44444, 7.77778, 6.66667}	{-317.502, -300.87, 219.52}
{4.44444, 7.77778, 7.77778}	{88.105, -173.323, 79.0484}
{4.44444, 7.77778, 8.88889}	{-3.80025, -181.671, -129.399}
{4.44444, 7.77778, 10}	{-127.031, 358.939, 499.563}
{4.44444, 8.88889, 0}	{-275, -251.678, -221.922}
{4.44444, 8.88889, 1.11111}	{-411.903, 179.126, 311.756}
{4.44444, 8.88889, 2.22222}	{281.946, 365.233, -243.436}
{4.44444, 8.88889, 3.33333}	{36.8931, -148.206, -307.757}
{4.44444, 8.88889, 4.44444}	{142.989, 206.532, 3.77723}
{4.44444, 8.88889, 5.55556}	{-489.935, -31.9241, 292.426}
{4.44444, 8.88889, 6.66667}	{-113.836, 175.314, 237.459}
{4.44444, 8.88889, 7.77778}	{-238.474, -5.39951, 59.7577}
{4.44444, 8.88889, 8.88889}	{-271.126, -12.4466, -21.9492}
{4.44444, 8.88889, 10}	{-176.011, -111.47, -12.5943}
{4.44444, 10, 0}	{-222.22, -334.993, -355.372}
{4.44444, 10, 1.11111}	{129.969, 17.3551, 325.312}
{4.44444, 10, 2.22222}	{127.943, -153.652, -13.8385}
{4.44444, 10, 3.33333}	{88.3433, 361.846, -335.004}
{4.44444, 10, 4.44444}	{-99.0254, -237.236, 376.606}
{4.44444, 10, 5.55556}	{-54.8047, -143.418, -164.771}
{4.44444, 10, 6.66667}	{-307.092, 45.5736, 405.022}
{4.44444, 10, 7.77778}	{297.92, 435.76, -114.146}
{4.44444, 10, 8.88889}	{-42.7199, -704.264, 339.387}
{4.44444, 10, 10}	{232.704, 29.4187, -237.273}
{5.55556, 0, 0}	{-233.53, -35.5937, 370.764}
{5.55556, 0, 1.11111}	{-40.312, 431.176, 470.771}
{5.55556, 0, 2.22222}	{174.929, -68.5668, -165.793}
{5.55556, 0, 3.33333}	{-234.231, 232.51, -129.507}
{5.55556, 0, 4.44444}	{-129.764, 51.5326, -207.51}
{5.55556, 0, 5.55556}	{129.132, -301.933, -74.8896}
{5.55556, 0, 6.66667}	{-314.633, -118.685, -7.578}
{5.55556, 0, 7.77778}	{-44.8353, 88.8525, 36.0475}
{5.55556, 0, 8.88889}	{148.601, -64.6066, 166.447}
{5.55556, 0, 10}	{-294.812, 237, 630.709}
{5.55556, 1.11111, 0}	{-230.671, -328.351, -48.6319}
{5.55556, 1.11111, 1.11111}	{139.13, -427.355, 344.016}
{5.55556, 1.11111, 2.22222}	{-271.215, -38.8635, -72.2373}
{5.55556, 1.11111, 3.33333}	{404.597, 305.758, -235.255}
{5.55556, 1.11111, 4.44444}	{180.255, -43.3055, -236.766}
{5.55556, 1.11111, 5.55556}	{-313.553, -159.05, -142.403}
{5.55556, 1.11111, 6.66667}	{44.181, -273.952, -205.088}
{5.55556, 1.11111, 7.77778}	{-288.345, 133.674, -428.194}
{5.55556, 1.11111, 8.88889}	{47.8174, -169.901, -36.241}
{5.55556, 1.11111, 10}	{-264.656, 189.115, 245.988}
{5.55556, 2.22222, 0}	{-138.992, 259.692, 38.3477}
{5.55556, 2.22222, 1.11111}	{585.834, -175.005, -138.977}
{5.55556, 2.22222, 2.22222}	{-466.281, -89.2099, 178.501}
{5.55556, 2.22222, 3.33333}	{-443.3, 271.89, 287.824}
{5.55556, 2.22222, 4.44444}	{-92.2064, -165.867, -70.9712}
{5.55556, 2.22222, 5.55556}	{-130.173, -535.233, 208.032}
{5.55556, 2.22222, 6.66667}	{104.303, -94.0808, 152.905}
{5.55556, 2.22222, 7.77778}	{154.643, -338.675, -244.645}
{5.55556, 2.22222, 8.88889}	{28.025, -221.963, 175.597}
{5.55556, 2.22222, 10}	{-267.672, -539.873, 138.385}
{5.55556, 3.33333, 0}	{259.214, -98.5699, -184.55}
{5.55556, 3.33333, 1.11111}	{113.08, -188.519, 176.748}
{5.55556, 3.33333, 2.22222}	{-202.02, 264.271, -483.652}
{5.55556, 3.33333, 3.33333}	{273.578, -449.24, 209.519}
{5.55556, 3.33333, 4.44444}	{-66.7471, -5.56924, 64.8711}
{5.55556, 3.33333, 5.55556}	{-64.9767, 112.306, -48.9907}
{5.55556, 3.33333, 6.66667}	{-147.224, 415.76, 132.424}
{5.55556, 3.33333, 7.77778}	{-253.728, -146.892, -196.836}
{5.55556, 3.33333, 8.88889}	{-26.8613, 63.4976, -265.692}
{5.55556, 3.33333, 10}	{-91.5307, 313.38, -63.5951}
{5.55556, 4.44444, 0}	{167.459, 117.606, 81.7898}
{5.55556, 4.44444, 1.11111}	{182.498, -108.7, 176.656}
{5.55556, 4.44444, 2.22222}	{104.215, -14.8809, -17.7813}
{5.55556, 4.44444, 3.33333}	{594.633, 88.8195, 131.783}
{5.55556, 4.44444, 4.44444}	{301.512, -25.5381, 232.887}
{5.55556, 4.44444, 5.55556}	{-228.884, -79.8029, 398.582}
{5.55556, 4.44444, 6.66667}	{-5.61427, -177.614, -184.61}
{5.55556, 4.44444, 7.77778}	{294.228, 382.201, 8.50021}
{5.55556, 4.44444, 8.88889}	{93.8604, 181.211, -294.397}
{5.55556, 4.44444, 10}	{-198.298, -185.876, -147.851}
{5.55556, 5.55556, 0}	{20.262, 67.0119, 529.539}
{5.55556, 5.55556, 1.11111}	{-56.9768, -121.112, 36.1168}
{5.55556, 5.55556, 2.22222}	{11.4941, 175.354, 369.843}
{5.55556, 5.55556, 3.33333}	{-137.264, 56.3916, -36.109}
{5.55556, 5.55556, 4.44444}	{200.953, -920.538, -44.443}
{5.55556, 5.55556, 5.55556}	{32.6398, -418.212, -171.606}
{5.55556, 5.55556, 6.66667}	{649.298, 135.164, 154.295}
{5.55556, 5.55556, 7.77778}	{-64.0386, -129.552, 255.728}
{5.55556, 5.55556, 8.88889}	{25.6724, 341.633, 235.052}
{5.55556, 5.55556, 10}	{-112.384, -70.5448, -125.703}
{5.55556, 6.66667, 0}	{-481.832, -451.354, 6.98862}
{5.55556, 6.66667, 1.11111}	{-168.1, -224.442, 182.473}
{5.55556, 6.66667, 2.22222}	{77.5725, -538.043, -123.118}
{5.55556, 6.66667, 3.33333}	{-451.683, -132.89, 494.764}
{5.55556, 6.66667, 4.44444}	{-231.93, 416.238, -289.076}
{5.55556, 6.66667, 5.55556}	{-615.863, -197.534, 145.146}
{5.55556, 6.66667, 6.66667}	{-132.096, 613.004, 298.755}
{5.55556, 6.66667, 7.77778}	{150.253, -75.7089, 17.0217}
{5.55556, 6.66667, 8.88889}	{350.925, 8.14432, 237.026}
{5.55556, 6.66667, 10}	{-81.919, -829.207, -625.419}
{5.55556, 7.77778, 0}	{-75.5806, 80.1281, -30.0857}
{5.55556, 7.77778, 1.11111}	{-98.7954, 14.3144, 510.03}
{5.55556, 7.77778, 2.22222}	{-107.315, -129.208, -509.951}
{5.55556, 7.77778, 3.33333}	{15.7635, -41.7119, 505.573}
{5.55556, 7.77778, 4.44444}	{-361.728, 273.578, 294.635}
{5.55556, 7.77778, 5.55556}	{-319.791, 11.0763, -158.818}
{5.55556, 7.77778, 6.66667}	{494.822, -120.913, -277.018}
{5.55556, 7.77778, 7.77778}	{-257.438, -228.748, -312.999}
{5.55556, 7.77778, 8.88889}	{-521.83, 209.439, -68.2056}
{5.55556, 7.77778, 10}	{-384.999, -65.9505, -208.212}
{5.55556, 8.88889, 0}	{4.88536, -186.196, -100.166}
{5.55556, 8.88889, 1.11111}	{-142.121, -680.343, 41.3699}
{5.55556, 8.88889, 2.22222}	{314.457, -300.363, 73.1025}
{5.55556, 8.88889, 3.33333}	{-119.21, 231.913, 182.399}
{5.55556, 8.88889, 4.44444}	{467.268, -549.333, -249.887}
{5.55556, 8.88889, 5.55556}	{-348.947, -413.862, -410.773}
{5.55556, 8.88889, 6.66667}	{-247.656, 387.381, 369.7}
{5.55556, 8.88889, 7.77778}	{292.755, -183.176, -43.3736}
{5.55556, 8.88889, 8.88889}	{300.453, -88.4127, -416.471}
{5.55556, 8.88889, 10}	{-206.741, 242.859, 295.494}
{5.55556, 10, 0}	{-248.129, 28.2723, 156.68}
{5.55556, 10, 1.11111}	{-195.907, 28.3734, 250.783}
{5.55556, 10, 2.22222}	{-45.5872, 101.147, -231.538}
{5.55556, 10, 3.33333}	{247.738, 45.6504, -103.683}
{5.55556, 10, 4.44444}	{282.007, -2.63198, 182.068}
{5.55556, 10, 5.55556}	{-415.839, 83.9818, 358.333}
{5.55556, 10, 6.66667}	{-225.267, 107.738, 117.145}
{5.55556, 10, 7.77778}	{526.247, -277.942, -45.1811}
{5.55556, 10, 8.88889}	{452.756, 136.085, -62.1765}
{5.55556, 10, 10}	{-295.973, 131.799, 349.904}
{6.66667, 0, 0}	{-627.507, -101.795, 31.4602}
{6.66667, 0, 1.11111}	{316.86, 189.489, -424.732}
{6.66667, 0, 2.22222}	{-85.6302, 56.8671, 542.355}
{6.66667, 0, 3.33333}	{159.257, 183.78, -501.617}
{6.66667, 0, 4.44444}	{-139.312, -310.892, -161.203}
{6.66667, 0, 5.55556}	{130.521, -156.815, 123.74}
{6.66667, 0, 6.66667}	{123.237, 764.494, -306.655}
{6.66667, 0, 7.77778}	{89.3665, -63.8721, -21.1005}
{6.66667, 0, 8.88889}	{103.623, 234.379, 217.052}
{6.66667, 0, 10}	{35.7034, 20.0131, 301.734}
{6.66667, 1.11111, 0}	{204.636, 9.16823, -392.387}
{6.66667, 1.11111, 1.11111}	{-26.4002, -182.863, 251.662}
{6.66667, 1.11111, 2.22222}	{-148.585, -102.37, 97.8366}
{6.66667, 1.11111, 3.33333}	{65.3101, -241.026, 74.6425}
{6.66667, 1.11111, 4.44444}	{-476.193, 87.3479, 44.6395}
{6.66667, 1.11111, 5.55556}	{101.151, 391.808, 367.078}
{6.66667, 1.11111, 6.66667}	{57.0039, 215.77, 353.602}
{6.66667, 1.11111, 7.77778}	{-175.321, 363.156, -64.1362}
{6.66667, 1.11111, 8.88889}	{309.129, 161.71, 78.3598}
{6.66667, 1.11111, 10}	{57.6958, 116.124, 107.212}
{6.66667, 2.22222, 0}	{136.657, 222.543, -180.943}
{6.66667, 2.22222, 1.11111}	{189.98, 0.391759, -206.374}
{6.66667, 2.22222, 2.22222}	{194.738, 54.6984, -25.1731}
{6.66667, 2.22222, 3.33333}	{-112.646, 167.259, -99.149}
{6.66667, 2.22222, 4.44444}	{201.808, -73.8727, -30.7125}
{6.66667, 2.22222, 5.55556}	{174.973, -253.451, -8.56705}
{6.66667, 2.22222, 6.66667}	{-56.6566, 141.134, -355.016}
{6.66667, 2.22222, 7.77778}	{-106.9, 19.74, 124.601}
{6.66667, 2.22222, 8.88889}	{-397.32, 313.316, 178.444}
{6.66667, 2.22222, 10}	{58.5095, 413.873, -93.725}
{6.66667, 3.33333, 0}	{402.253, 34.2133, 20.6225}
{6.66667, 3.33333, 1.11111}	{357.845, -226.536, 158.884}
{6.66667, 3.33333, 2.22222}	{344.353, -154.493, 132.747}
{6.66667, 3.33333, 3.33333}	{201.576, -383.914, 129.881}
{6.66667, 3.33333, 4.44444}	{-79.3788, 388.852, 10.3704}
{6.66667, 3.33333, 5.55556}	{267.241, -34.106, -296.201}
{6.66667, 3.33333, 6.66667}	{578.468, 16.874, -237.178}
{6.66667, 3.33333, 7.77778}	{85.1817, 579.174, -259.809}
{6.66667, 3.33333, 8.88889}	{253.931, 260.87, -60.8966}
{6.66667, 3.33333, 10}	{525.389, 131.871, 376.504}
{6.66667, 4.44444, 0}	{-47.752, 579.686, 163.35}
{6.66667, 4.44444, 1.11111}	{82.38, -69.7444, 414.868}
{6.66667, 4.44444, 2.22222}	{470.269, 122.114, 175.973}
{6.66667, 4.44444, 3.33333}	{-470.394, 86.8696, 349.991}
{6.66667, 4.44444, 4.44444}	{55.6137, 83.9002, 10.8309}
{6.66667, 4.44444, 5.55556}	{-35.5634, 78.3509, 64.8166}
{6.66667, 4.44444, 6.66667}	{255.86, 144.284, 12.7987}
{6.66667, 4.44444, 7.77778}	{-134.179, -60.115, -33.7255}
{6.66667, 4.44444, 8.88889}	{21.5633, 11.2912, -73.9188}
{6.66667, 4.44444, 10}	{-586.124, 273.429, -99.8906}
{6.66667, 5.55556, 0}	{-144.412, 11.4734, 55.886}
{6.66667, 5.55556, 1.11111}	{-21.0523, 66.6035, 17.5018}
{6.66667, 5.55556, 2.22222}	{76.7273, -161.413, 1.74309}
{6.66667, 5.55556, 3.33333}	{-386.517, 263.798, 460.066}
{6.66667, 5.55556, 4.44444}	{-195.739, 262.344, 97.8451}
{6.66667, 5.55556, 5.55556}	{95.6501, 272.035, -60.5409}
{6.66667, 5.55556, 6.66667}	{49.7336, -146.335, -330.931}
{6.66667, 5.55556, 7.77778}	{183.536, 100.212, 70.3773}
{6.66667, 5.55556, 8.88889}	{18.6391, -171.001, -257.56}
{6.66667, 5.55556, 10}	{178.988, 0.246754, -40.4946}
{6.66667, 6.66667, 0}	{-437.069, -119.569, 76.4101}
{6.66667, 6.66667, 1.11111}	{-228.236, -36.6048, -351.325}
{6.66667, 6.66667, 2.22222}	{90.4594, 95.1753, -141.148}
{6.66667, 6.66667, 3.33333}	{-45.6908, -427.442, 533.004}
{6.66667, 6.66667, 4.44444}	{-35.426, 45.5744, 89.6117}
{6.66667, 6.66667, 5.55556}	{363.088, 69.2586, -204.352}
{6.66667, 6.66667, 6.66667}	{170.171, 92.0811, -52.8574}
{6.66667, 6.66667, 7.77778}	{-171.304, 116.456, 125.787}
{6.66667, 6.66667, 8.88889}	{630.69, -325.007, -74.2902}
{6.66667, 6.66667, 10}	{-216.492, 336.238, -49.7683}
{6.66667, 7.77778, 0}	{-271.483, -457.476, -100.161}
{6.66667, 7.77778, 1.11111}	{131.97, 238.017, 560.184}
{6.66667, 7.77778, 2.22222}	{319.326, 61.9623, 294.963}
{6.66667, 7.77778, 3.33333}	{111.033, -195.567, 234.677}
{6.66667, 7.77778, 4.44444}	{101.797, -73.3385, -198.382}
{6.66667, 7.77778, 5.55556}	{-69.85, -283.027, 185.388}
{6.66667, 7.77778, 6.66667}	{-34.6749, 332.41, 215.597}
{6.66667, 7.77778, 7.77778}	{-103.724, -414.662, 109.489}
{6.66667, 7.77778, 8.88889}	{206.759, 34.3345, -351.825}
{6.66667, 7.77778, 10}	{-350.779, -180.767, 98.446}
{6.66667, 8.88889, 0}	{716.477, 195.883, -349.442}
{6.66667, 8.88889, 1.11111}	{-102.6, 480.683, -44.0756}
{6.66667, 8.88889, 2.22222}	{306.228, 186.163, 81.915}
{6.66667, 8.88889, 3.33333}	{57.2653, -122.43, 256.898}
{6.66667, 8.88889, 4.44444}	{106.724, -337.544, 311.028}
{6.66667, 8.88889, 5.55556}	{-321.341, -4.98921, -204.584}
{6.66667, 8.88889, 6.66667}	{9.43057, -40.1449, -352.5}
{6.66667, 8.88889, 7.77778}	{393.783, -567.914, -227.749}
{6.66667, 8.88889, 8.88889}	{-269.582, -65.9811, -98.2034}
{6.66667, 8.88889, 10}	{65.487, -310.187, -114.761}
{6.66667, 10, 0}	{-399.933, 94.9334, -684.937}
{6.66667, 10, 1.11111}	{-0.473969, -69.8229, 142.288}
{6.66667, 10, 2.22222}	{-71.3538, -48.1649, 166.65}
{6.66667, 10, 3.33333}	{10.4045, -143.443, 216.495}
{6.66667, 10, 4.44444}	{-72.0732, 114.488, -254.252}
{6.66667, 10, 5.55556}	{35.7698, -290.075, 378.438}
{6.66667, 10, 6.66667}	{217.73, 127.624, -88.3454}
{6.66667, 10, 7.77778}	{-71.8254, -165.711, -88.739}
{6.66667, 10, 8.88889}	{-102.052, 254.263, 15.1361}
{6.66667, 10, 10}	{374.667, -542.512, 79.409}
{7.77778, 0, 0}	{233.226, -165.862, 66.5802}
{7.77778, 0, 1.11111}	{69.7064, 379.545, -100.58}
{7.77778, 0, 2.22222}	{-138.654, 434.275, 142.56}
{7.77778, 0, 3.33333}	{205.78, 241.441, 96.997}
{7.77778, 0, 4.44444}	{-309.27, -78.3748, -194.612}
{7.77778, 0, 5.55556}	{-264.303, 348.682, -479.145}
{7.77778, 0, 6.66667}	{656.01, -145.454, -170.728}
{7.77778, 0, 7.77778}	{350.114, -136.22, 330.834}
{7.77778, 0, 8.88889}	{89.2597, -350.259, 219.543}
{7.77778, 0, 10}	{340.357, 132.257, -51.243}
{7.77778, 1.11111, 0}	{-186.191, -10.3372, 89.6268}
{7.77778, 1.11111, 1.11111}	{-98.8359, 155.278, -496.578}
{7.77778, 1.11111, 2.22222}	{388.901, 307.413, -1.11043}
{7.77778, 1.11111, 3.33333}	{-68.189, 398.617, -319.235}
{7.77778, 1.11111, 4.44444}	{-109.265, 412.601, 457.027}
{7.77778, 1.11111, 5.55556}	{-335.792, -170.954, -541.257}
{7.77778, 1.11111, 6.66667}	{-154.105, -94.8498, 1.23926}
{7.77778, 1.11111, 7.77778}	{38.2219, -147.891, 193.118}
{7.77778, 1.11111, 8.88889}	{-375.96, 138.747, 74.543}
{7.77778, 1.11111, 10}	{-15.2757, -41.9357, 161.589}
{7.77778, 2.22222, 0}	{-289.643, -8.57633, -78.8376}
{7.77778, 2.22222, 1.11111}	{-240.075, -453.188, 312.133}
{7.77778, 2.22222, 2.22222}	{-536.31, -241.354, -121.351}
{7.77778, 2.22222, 3.33333}	{-271.019, -254.128, 186.543}
{7.77778, 2.22222, 4.44444}	{-308.45, 197.078, 106.775}
{7.77778, 2.22222, 5.55556}	{81.4618, 52.2087, 99.9438}
{7.77778, 2.22222, 6.66667}	{162.761, 574.225, -190.027}
{7.77778, 2.22222, 7.77778}	{-250.294, 180.654, 27.1503}
{7.77778, 2.22222, 8.88889}	{-164.939, -522.132, -73.3311}
{7.77778, 2.22222, 10}	{-38.3555, 55.4429, -152.059}
{7.77778, 3.33333, 0}	{-32.5599, -59.7555, -161.602}
{7.77778, 3.33333, 1.11111}	{-144.964, -51.2464, -41.0227}
{7.77778, 3.33333, 2.22222}	{-272.156, 16.9252, 110.802}
{7.77778, 3.33333, 3.33333}	{395.213, -93.6354, 5.80095}
{7.77778, 3.33333, 4.44444}	{-25.0256, 50.608, 23.6105}
{7.77778, 3.33333, 5.55556}	{388.134, -83.829, -281.996}
{7.77778, 3.33333, 6.66667}	{51.8585, -466.271, 102.606}
{7.77778, 3.33333, 7.77778}	{-308.232, -596.564, -137.984}
{7.77778, 3.33333, 8.88889}	{-482.321, 460.892, -20.8821}
{7.77778, 3.33333, 10}	{245.005, 217.151, 22.2661}
{7.77778, 4.44444, 0}	{-357.857, -412.084, 115.869}
{7.77778, 4.44444, 1.11111}	{84.7792, -282.837, 55.9695}
{7.77778, 4.44444, 2.22222}	{319.724, 124.936, -352.107}
{7.77778, 4.44444, 3.33333}	{106.523, 41.8459, -588.883}
{7.77778, 4.44444, 4.44444}	{-151.95, -41.3476, -212.062}
{7.77778, 4.44444, 5.55556}	{-405.359, -180.412, 181.777}
{7.77778, 4.44444, 6.66667}	{16.8667, 247.661, -249.532}
{7.77778, 4.44444, 7.77778}	{-328.932, 232.647, 96.685}
{7.77778, 4.44444, 8.88889}	{-190.47, -210.915, 160.098}
{7.77778, 4.44444, 10}	{-141.176, 390.971, 250.337}
{7.77778, 5.55556, 0}	{-59.4947, 167.579, 373.592}
{7.77778, 5.55556, 1.11111}	{-86.9095, 107.188, 420.284}
{7.77778, 5.55556, 2.22222}	{298.178, 275.226, -195.241}
{7.77778, 5.55556, 3.33333}	{4.70234, -54.9083, 171.405}
{7.77778, 5.55556, 4.44444}	{-304.81, 399.631, -129.703}
{7.77778, 5.55556, 5.55556}	{162.069, -71.947, 356.45}
{7.77778, 5.55556, 6.66667}	{207.496, 167.171, -216.468}
{7.77778, 5.55556, 7.77778}	{-340.085, -83.7048, -116.998}
{7.77778, 5.55556, 8.88889}	{-992.927, -360.855, 246.432}
{7.77778, 5.55556, 10}	{-66.3909, -220.43, 229.398}
{7.77778, 6.66667, 0}	{504.614, 217.213, -19.8797}
{7.77778, 6.66667, 1.11111}	{207.352, -124.978, 62.3277}
{7.77778, 6.66667, 2.22222}	{-121.285, 402.523, 144.014}
{7.77778, 6.66667, 3.33333}	{-18.6091, -180.73, -197.063}
{7.77778, 6.66667, 4.44444}	{-255.376, -354.878, 149.418}
{7.77778, 6.66667, 5.55556}	{339.819, -267.931, -227.9}
{7.77778, 6.66667, 6.66667}	{-23.6845, -120.673, -577.405}
{7.77778, 6.66667, 7.77778}	{511.91, 290.222, -68.6019}
{7.77778, 6.66667, 8.88889}	{-215.512, 160.998, -30.4257}
{7.77778, 6.66667, 10}	{-101.75, -89.2732, 585.062}
{7.77778, 7.77778, 0}	{-97.518, -126.559, 63.8196}
{7.77778, 7.77778, 1.11111}	{135.797, 103.476, 114.673}
{7.77778, 7.77778, 2.22222}	{151.94, 411.493, -20.0515}
{7.77778, 7.77778, 3.33333}	{-18.8227, -53.0925, -391.33}
{7.77778, 7.77778, 4.44444}	{-287.857, -52.9581, -361.636}
{7.77778, 7.77778, 5.55556}	{-438.685, 385.387, 31.217}
{7.77778, 7.77778, 6.66667}	{644.333, 270.171, -84.0005}
{7.77778, 7.77778, 7.77778}	{-56.4704, 228.599, -249.594}
{7.77778, 7.77778, 8.88889}	{108.694, 456.269, -243.357}
{7.77778, 7.77778, 10}	{15.3605, -99.7631, 171.662}
{7.77778, 8.88889, 0}	{-38.3535, -418.705, -32.7104}
{7.77778, 8.88889, 1.11111}	{-282.002, -28.7518, -177.347}
{7.77778, 8.88889, 2.22222}	{74.6367, -450.459, -26.5581}
{7.77778, 8.88889, 3.33333}	{-411.753, -260.875, -154.204}
{7.77778, 8.88889, 4.44444}	{-161.39, -1.44408, -192.71}
{7.77778, 8.88889, 5.55556}	{-89.7608, 235.615, -318.959}
{7.77778, 8.88889, 6.66667}	{-74.6771, 364.523, -363.121}
{7.77778, 8.88889, 7.77778}	{125.206, 119.712, -131.617}
{7.77778, 8.88889, 8.88889}	{182.798, -6.43231, -51.111}
{7.77778, 8.88889, 10}	{18.5396, 104.376, 75.8881}
{7.77778, 10, 0}	{10.6915, 230.907, 416.37}
{7.77778, 10, 1.11111}	{-422.858, -396.275, -112.439}
{7.77778, 10, 2.22222}	{-180.759, -134.644, -66.4675}
{7.77778, 10, 3.33333}	{173.338, 82.2363, -12.8407}
{7.77778, 10, 4.44444}	{-217.354, -206.998, -317.937}
{7.77778, 10, 5.55556}	{42.5728, 183.266, 224.912}
{7.77778, 10, 6.66667}	{-638.394, -268.109, -99.4438}
{7.77778, 10, 7.77778}	{-343.31, 352.43, 290.006}
{7.77778, 10, 8.88889}	{-150.625, 558.224, -186.33}
{7.77778, 10, 10}	{-90.2417, 55.4061, 52.9525}
{8.88889, 0, 0}	{-32.0218, -61.8217, 161.108}
{8.88889, 0, 1.11111}	{81.5522, 404.787, 137.974}
{8.88889, 0, 2.22222}	{126.938, -122.704, 39.244}
{8.88889, 0, 3.33333}	{5.96374, 297.608, -100.808}
