62027.1
{0, 8.88889, 10}	{-297.19, -90.9244, -43.7031}
{0, 10, 0}	{142.982, -93.4667, 197.305}
{0, 10, 1.11111}	{346.275, 288.705, -124.9}
{0, 10, 2.22222}	{214.205, -254.972, 78.624}
{0, 10, 3.33333}	{-331.71, 129.571, -1.52665}
{0, 10, 4.44444}	{247.65, 235.852, -317.757}
{0, 10, 5.55556}	{108.098, 246.289, -180.282}
{0, 10, 6.66667}	{199.718, -583.825, 138.613}
{0, 10, 7.77778}	{-274.886, 87.6273, 117.474}
{0, 10, 8.88889}	{-46.1187, 129.968, -230.181}
{0, 10, 10}	{-77.88, 45.6569, -563.062}
{1.11111, 0, 0}	{47.5166, 242.735, 182.987}
{1.11111, 0, 1.11111}	{-109.799, -393.691, -102.037}
{1.11111, 0, 2.22222}	{-237.058, -59.0452, -370.077}
{1.11111, 0, 3.33333}	{67.9233, -22.5412, 17.0536}
{1.11111, 0, 4.44444}	{141.085, 36.1529, -98.0059}
{1.11111, 0, 5.55556}	{30.3992, -142.674, 21.4385}
{1.11111, 0, 6.66667}	{122.958, 20.0068, -531.941}
{1.11111, 0, 7.77778}	{-211.214, -12.3078, -401.776}
{1.11111, 0, 8.88889}	{385.001, 73.4538, -265.601}
{1.11111, 0, 10}	{-250.607, -78.7663, -421.029}
{1.11111, 1.11111, 0}	{45.1617, -197.838, 109.443}
{1.11111, 1.11111, 1.11111}	{-206.323, -100.969, 1.45058}
{1.11111, 1.11111, 2.22222}	{340.908, -67.2209, 124.202}
{1.11111, 1.11111, 3.33333}	{37.7661, 220.338, -416.91}
{1.11111, 1.11111, 4.44444}	{48.169, 178.697, -210.318}
{1.11111, 1.11111, 5.55556}	{32.5887, -464.704, 238.554}
{1.11111, 1.11111, 6.66667}	{-445.65, -151.413, -262.321}
{1.11111, 1.11111, 7.77778}	{321.798, 321.862, 186.193}
{1.11111, 1.11111, 8.88889}	{-116.077, 40.5535, 356.238}
{1.11111, 1.11111, 10}	{239.463, 4.05419, 133.544}
{1.11111, 2.22222, 0}	{332.993, 436.345, 23.6786}
{1.11111, 2.22222, 1.11111}	{-260.527, 183.028, 147.983}
{1.11111, 2.22222, 2.22222}	{-1.66974, 197.186, -91.0727}
{1.11111, 2.22222, 3.33333}	{183.647, -296.934, -462.835}
{1.11111, 2.22222, 4.44444}	{-366.608, 24.5776, 255.965}
{1.11111, 2.22222, 5.55556}	{-98.3685, -89.2271, -21.8557}
{1.11111, 2.22222, 6.66667}	{198.283, 175.176, 386.092}
{1.11111, 2.22222, 7.77778}	{-138.132, -99.5601, -29.242}
{1.11111, 2.22222, 8.88889}	{-202.139, -362.478, 123.06}
{1.11111, 2.22222, 10}	{-99.9161, 216.501, 328.637}
{1.11111, 3.33333, 0}	{59.2781, -84.9543, 77.2603}
{1.11111, 3.33333, 1.11111}	{-278.94, -33.2711, 444.798}
{1.11111, 3.33333, 2.22222}	{-164.175, -89.5854, 167.755}
{1.11111, 3.33333, 3.33333}	{152.807, -247.421, -262.758}
{1.11111, 3.33333, 4.44444}	{-367.428, -431.909, 240.093}
{1.11111, 3.33333, 5.55556}	{125.045, 93.8299, 138.764}
{1.11111, 3.33333, 6.66667}	{318.08, 236.846, 332.199}
{1.11111, 3.33333, 7.77778}	{-271.736, 229.189, -84.8546}
{1.11111, 3.33333, 8.88889}	{-253.084, -345.704, 290.01}
{1.11111, 3.33333, 10}	{55.5677, 133.53, 153.183}
{1.11111, 4.44444, 0}	{-305.292, -117.043, 306.764}
{1.11111, 4.44444, 1.11111}	{-118.41, 44.7558, -4.13453}
{1.11111, 4.44444, 2.22222}	{151.932, 385.274, -211.44}
{1.11111, 4.44444, 3.33333}	{-212.801, 189.678, 456.261}
{1.11111, 4.44444, 4.44444}	{17.9285, 359.046, 177.202}
{1.11111, 4.44444, 5.55556}	{143.722, -78.8776, -30.7648}
{1.11111, 4.44444, 6.66667}	{-73.7801, 453.125, -282.779}
{1.11111, 4.44444, 7.77778}	{367.974, -199.828, 9.38195}
{1.11111, 4.44444, 8.88889}	{-77.3109, -132.854, 343.591}
{1.11111, 4.44444, 10}	{-333.729, -303.335, 228.311}
{1.11111, 5.55556, 0}	{-333.054, -136.191, 339.912}
{1.11111, 5.55556, 1.11111}	{342.922, -254.646, 97.3621}
{1.11111, 5.55556, 2.22222}	{-84.4493, -205.077, -82.1223}
{1.11111, 5.55556, 3.33333}	{27.628, -407.602, -53.6903}
{1.11111, 5.55556, 4.44444}	{501.981, -5.99223, -98.111}
{1.11111, 5.55556, 5.55556}	{-76.5374, 33.9764, -103.014}
{1.11111, 5.55556, 6.66667}	{-175.888, 125.017, 755.992}
{1.11111, 5.55556, 7.77778}	{244.775, 216.599, -116.994}
{1.11111, 5.55556, 8.88889}	{-53.8803, 17.2628, -245.486}
{1.11111, 5.55556, 10}	{-9.84883, 576.333, 103.49}
{1.11111, 6.66667, 0}	{44.765, 71.8291, -166.616}
{1.11111, 6.66667, 1.11111}	{-61.5098, -1.06409, -5.36874}
{1.11111, 6.66667, 2.22222}	{-489.395, 574.612, -170.486}
{1.11111, 6.66667, 3.33333}	{107.811, -77.2616, -89.2998}
{1.11111, 6.66667, 4.44444}	{24.2079, 129.751, -143.235}
{1.11111, 6.66667, 5.55556}	{-109.001, 101.744, 9.45467}
{1.11111, 6.66667, 6.66667}	{-251.792, -317.819, 10.0745}
{1.11111, 6.66667, 7.77778}	{174.4, 180.845, -131.529}
{1.11111, 6.66667, 8.88889}	{-293.873, -181.565, -130.216}
{1.11111, 6.66667, 10}	{-17.0804, 386.637, -239.536}
{1.11111, 7.77778, 0}	{370.272, 166.244, -176.435}
{1.11111, 7.77778, 1.11111}	{-636.765, 244.923, 30.9675}
{1.11111, 7.77778, 2.22222}	{-144.042, 2.37289, -24.195}
{1.11111, 7.77778, 3.33333}	{-215.955, -115.197, -118.547}
{1.11111, 7.77778, 4.44444}	{-41.0931, 356.189, -141.937}
{1.11111, 7.77778, 5.55556}	{-44.6962, 52.5481, -448.647}
{1.11111, 7.77778, 6.66667}	{-108.202, 244.895, 28.232}
{1.11111, 7.77778, 7.77778}	{9.26878, -53.1285, -278.056}
{1.11111, 7.77778, 8.88889}	{-321.7, -23.197, 209.668}
{1.11111, 7.77778, 10}	{-209.773, -46.797, -413.686}
{1.11111, 8.88889, 0}	{-114.738, 105.744, -159.008}
{1.11111, 8.88889, 1.11111}	{-185.156, -253.77, 61.449}
{1.11111, 8.88889, 2.22222}	{241.623, -124.536, -286.808}
{1.11111, 8.88889, 3.33333}	{-101.279, 159.458, -321.25}
{1.11111, 8.88889, 4.44444}	{-349.333, -89.1524, 69.1848}
{1.11111, 8.88889, 5.55556}	{-128.759, -360.666, -274.317}
{1.11111, 8.88889, 6.66667}	{136.063, 49.8394, 7.15059}
{1.11111, 8.88889, 7.77778}	{-116.195, -206.461, -150.169}
{1.11111, 8.88889, 8.88889}	{-202.455, 397.695, -351.054}
{1.11111, 8.88889, 10}	{-116.556, 246.365, -114.543}
{1.11111, 10, 0}	{-98.5006, -56.8626, -207.937}
{1.11111, 10, 1.11111}	{-78.9653, 502.555, -360.331}
{1.11111, 10, 2.22222}	{-100.922, -115.513, 365.781}
{1.11111, 10, 3.33333}	{17.1632, 75.2004, 67.9403}
{1.11111, 10, 4.44444}	{-124.745, -123.588, -197.353}
{1.11111, 10, 5.55556}	{84.6377, -494.964, -7.33119}
{1.11111, 10, 6.66667}	{161.29, -430.309, -201.197}
{1.11111, 10, 7.77778}	{281.101, 133.888, 121.016}
{1.11111, 10, 8.88889}	{-137.788, -326.93, 372.796}
{1.11111, 10, 10}	{-106.183, -393.691, 499.17}
{2.22222, 0, 0}	{214.505, 102.733, 152.668}
{2.22222, 0, 1.11111}	{252.565, 190.789, -105.941}
{2.22222, 0, 2.22222}	{123.602, 178.394, -116.477}
{2.22222, 0, 3.33333}	{294.856, -238.924, 266.874}
{2.22222, 0, 4.44444}	{158.551, -48.4075, 165.771}
{2.22222, 0, 5.55556}	{-379.702, -277.349, 266.531}
{2.22222, 0, 6.66667}	{368.267, 75.6041, -2.00753}
{2.22222, 0, 7.77778}	{5.07841, 135.137, 548.807}
{2.22222, 0, 8.88889}	{-277.573, 30.2622, -201.141}
{2.22222, 0, 10}	{-71.1567, -230.274, 202.309}
{2.22222, 1.11111, 0}	{-313.02, 245.762, -44.5727}
{2.22222, 1.11111, 1.11111}	{-267.791, 79.9, -63.9059}
{2.22222, 1.11111, 2.22222}	{50.4705, 353.428, 39.6925}
{2.22222, 1.11111, 3.33333}	{18.2234, 420.086, -21.0214}
{2.22222, 1.11111, 4.44444}	{-62.0002, -522.066, 82.7343}
{2.22222, 1.11111, 5.55556}	{-255.146, -54.7638, 114.272}
{2.22222, 1.11111, 6.66667}	{583.265, 558.397, -68.9964}
{2.22222, 1.11111, 7.77778}	{-215.919, 265.943, -91.746}
{2.22222, 1.11111, 8.88889}	{120.55, 1.84901, -59.0388}
{2.22222, 1.11111, 10}	{37.0407, 9.89252, -21.4317}
{2.22222, 2.22222, 0}	{141.289, -265.48, 236.89}
{2.22222, 2.22222, 1.11111}	{217.734, 228.957, 431.833}
{2.22222, 2.22222, 2.22222}	{-70.3869, -16.9691, 94.6085}
{2.22222, 2.22222, 3.33333}	{39.4677, -214.125, 329.795}
{2.22222, 2.22222, 4.44444}	{-69.7286, -186.374, -402.99}
{2.22222, 2.22222, 5.55556}	{160.087, 174.538, 261.183}
{2.22222, 2.22222, 6.66667}	{-27.3907, 365.839, 355.711}
{2.22222, 2.22222, 7.77778}	{225.926, 22.5692, -256.948}
{2.22222, 2.22222, 8.88889}	{-297.17, 177.844, -343.239}
{2.22222, 2.22222, 10}	{-167.606, -193.36, 311.337}
{2.22222, 3.33333, 0}	{-490.762, 8.57381, -190.236}
{2.22222, 3.33333, 1.11111}	{29.2243, -31.9797, -197.171}
{2.22222, 3.33333, 2.22222}	{405.332, -235.5, 238.943}
{2.22222, 3.33333, 3.33333}	{-127.51, 185.905, 219.496}
{2.22222, 3.33333, 4.44444}	{549.734, 174.081, -332.874}
{2.22222, 3.33333, 5.55556}	{-256.44, -61.5998, 381.095}
{2.22222, 3.33333, 6.66667}	{-518.851, -240.442, -370.942}
{2.22222, 3.33333, 7.77778}	{268.847, -772.265, -73.3294}
{2.22222, 3.33333, 8.88889}	{274.192, -8.39443, 136.827}
{2.22222, 3.33333, 10}	{57.7056, 251.316, 201.441}
{2.22222, 4.44444, 0}	{-101.162, 130.232, -35.3328}
{2.22222, 4.44444, 1.11111}	{-43.8862, -484.169, 128.723}
{2.22222, 4.44444, 2.22222}	{-273.548, 224.09, 432.497}
{2.22222, 4.44444, 3.33333}	{-237.342, 386.936, -270.247}
{2.22222, 4.44444, 4.44444}	{151.42, -340.9, -211.4}
{2.22222, 4.44444, 5.55556}	{-196.458, 246.8, -85.6169}
{2.22222, 4.44444, 6.66667}	{-140.523, -15.8397, 466.986}
{2.22222, 4.44444, 7.77778}	{202.112, -224.548, -104.512}
{2.22222, 4.44444, 8.88889}	{-13.1945, 305.012, -399.928}
{2.22222, 4.44444, 10}	{178.694, 529.581, 55.1873}
{2.22222, 5.55556, 0}	{358.035, -162.146, 375.772}
{2.22222, 5.55556, 1.11111}	{457.154, 45.3833, -146.231}
{2.22222, 5.55556, 2.22222}	{226.636, -170.437, -74.511}
{2.22222, 5.55556, 3.33333}	{193.803, -136.457, 270.824}
{2.22222, 5.55556, 4.44444}	{-66.1281, 315.776, -12.2769}
{2.22222, 5.55556, 5.55556}	{-240.2, -162.349, 297.947}
{2.22222, 5.55556, 6.66667}	{39.6328, -92.9491, -44.8151}
{2.22222, 5.55556, 7.77778}	{-98.984, -374.808, 153.822}
{2.22222, 5.55556, 8.88889}	{310.616, -121.288, -326.86}
{2.22222, 5.55556, 10}	{-145.278, -355.384, 186.717}
{2.22222, 6.66667, 0}	{-178.106, -286.991, 406.537}
{2.22222, 6.66667, 1.11111}	{228.606, -350.963, 56.6493}
{2.22222, 6.66667, 2.22222}	{-215.98, 127.368, 111.154}
{2.22222, 6.66667, 3.33333}	{-401.871, 44.1056, -156.855}
{2.22222, 6.66667, 4.44444}	{182.128, -143.403, -28.7946}
{2.22222, 6.66667, 5.55556}	{-220.654, -34.8298, 346.091}
{2.22222, 6.66667, 6.66667}	{-170.227, 366.574, -9.63129}
{2.22222, 6.66667, 7.77778}	{44.961, -326.377, -60.9757}
{2.22222, 6.66667, 8.88889}	{174.531, -130.009, -129.535}
{2.22222, 6.66667, 10}	{94.5294, 307.382, -196.161}
{2.22222, 7.77778, 0}	{-119.978, 154.562, -165.014}
{2.22222, 7.77778, 1.11111}	{-131.067, 472.932, -151.931}
{2.22222, 7.77778, 2.22222}	{96.6836, -199.978, 6.42346}
{2.22222, 7.77778, 3.33333}	{-89.8096, 208.058, -38.7498}
{2.22222, 7.77778, 4.44444}	{66.0197, 284.247, -453.937}
{2.22222, 7.77778, 5.55556}	{321.943, 6.19521, 146.589}
{2.22222, 7.77778, 6.66667}	{-97.869, -304.464, -358.088}
{2.22222, 7.77778, 7.77778}	{513.928, 467.2, -254.327}
{2.22222, 7.77778, 8.88889}	{-109.307, -179.864, 24.8122}
{2.22222, 7.77778, 10}	{-370.892, -92.7698, 120.93}
{2.22222, 8.88889, 0}	{-449.32, -163.004, 49.6717}
{2.22222, 8.88889, 1.11111}	{-809.761, -276.784, 66.7352}
{2.22222, 8.88889, 2.22222}	{165.133, -343.057, 348.616}
{2.22222, 8.88889, 3.33333}	{-0.828876, -85.4404, 14.1398}
{2.22222, 8.88889, 4.44444}	{-172.063, 558.61, -258.635}
{2.22222, 8.88889, 5.55556}	{312.884, 77.9152, 146.083}
{2.22222, 8.88889, 6.66667}	{315.638, 205.179, -24.0675}
{2.22222, 8.88889, 7.77778}	{296.488, -394.705, 3.63655}
{2.22222, 8.88889, 8.88889}	{-8.47981, 7.48228, -566.487}
{2.22222, 8.88889, 10}	{-216.353, -390.005, 402.897}
{2.22222, 10, 0}	{48.2778, -372.204, 289.688}
{2.22222, 10, 1.11111}	{-363.778, 103.241, -167.246}
{2.22222, 10, 2.22222}	{-210.69, -388.203, 282.77}
{2.22222, 10, 3.33333}	{31.0359, -20.7915, -163.646}
{2.22222, 10, 4.44444}	{-206.548, 395.376, -289.922}
{2.22222, 10, 5.55556}	{-302.395, -202.846, 110.065}
{2.22222, 10, 6.66667}	{2.37796, -32.3388, -175.287}
{2.22222, 10, 7.77778}	{-266.168, 77.9829, 218.611}
{2.22222, 10, 8.88889}	{33.0013, -36.3342, -151.254}
{2.22222, 10, 10}	{203.233, -236.772, 0.918209}
{3.33333, 0, 0}	{-89.5617, -441.268, -139.217}
{3.33333, 0, 1.11111}	{-168.68, 284.328, -278.277}
{3.33333, 0, 2.22222}	{-403.573, -193.482, 63.3262}
{3.33333, 0, 3.33333}	{-184.159, -104.158, -184.89}
{3.33333, 0, 4.44444}	{-80.9965, -403.819, 196.689}
{3.33333, 0, 5.55556}	{311.255, 131.514, -32.5421}
{3.33333, 0, 6.66667}	{-63.2225, 320.325, -20.7486}
{3.33333, 0, 7.77778}	{-8.27068, 63.8159, 43.0603}
{3.33333, 0, 8.88889}	{193.223, 53.6331, 165.863}
{3.33333, 0, 10}	{-100.898, -215.18, -58.3671}
{3.33333, 1.11111, 0}	{94.2849, 505.417, 59.8838}
{3.33333, 1.11111, 1.11111}	{108.466, -60.1875, -316.475}
{3.33333, 1.11111, 2.22222}	{428.322, 174.653, -234.14}
{3.33333, 1.11111, 3.33333}	{172.975, -95.8945, -4.59507}
{3.33333, 1.11111, 4.44444}	{348.218, -197.198, 197.507}
{3.33333, 1.11111, 5.55556}	{-100.904, 30.6196, 541.493}
{3.33333, 1.11111, 6.66667}	{-77.0451, 168.239, -126.289}
{3.33333, 1.11111, 7.77778}	{-6.77134, 234.327, 168.547}
{3.33333, 1.11111, 8.88889}	{-319.771, -66.8962, 235.512}
{3.33333, 1.11111, 10}	{172.626, -158.666, 399.766}
{3.33333, 2.22222, 0}	{455.573, 106.944, -245.389}
{3.33333, 2.22222, 1.11111}	{-631.824, 119.359, 6.45956}
{3.33333, 2.22222, 2.22222}	{-301.279, -85.4063, -74.1086}
{3.33333, 2.22222, 3.33333}	{259.551, 22.6544, 118.657}
{3.33333, 2.22222, 4.44444}	{193.187, 124.212, -19.3381}
{3.33333, 2.22222, 5.55556}	{-11.1931, -51.3843, 223.902}
{3.33333, 2.22222, 6.66667}	{8.83837, 411.125, 103.143}
{3.33333, 2.22222, 7.77778}	{40.7305, 205.74, -176.985}
{3.33333, 2.22222, 8.88889}	{-378.609, -278.529, 163.328}
{3.33333, 2.22222, 10}	{-345.922, -50.3928, 415.428}
{3.33333, 3.33333, 0}	{5.87924, 232.631, 197.037}
{3.33333, 3.33333, 1.11111}	{-28.6237, -358.862, 28.381}
{3.33333, 3.33333, 2.22222}	{13.9003, 1.3243, -37.6841}
{3.33333, 3.33333, 3.33333}	{297.747, -55.9439, 263.444}
{3.33333, 3.33333, 4.44444}	{-279.592, 111.622, 296.33}
{3.33333, 3.33333, 5.55556}	{44.8827, 69.7199, -272.688}
{3.33333, 3.33333, 6.66667}	{-258.533, 116.445, -108.156}
{3.33333, 3.33333, 7.77778}	{117.888, 5.65215, -352.031}
{3.33333, 3.33333, 8.88889}	{53.7933, 107.982, 299.938}
{3.33333, 3.33333, 10}	{25.8218, -113.436, 197.085}
{3.33333, 4.44444, 0}	{-59.2124, -45.8995, 213.744}
{3.33333, 4.44444, 1.11111}	{-232.711, -133.981, -159.512}
{3.33333, 4.44444, 2.22222}	{241.743, 12.5358, 235.792}
{3.33333, 4.44444, 3.33333}	{-223.558, 60.2586, -176.308}
{3.33333, 4.44444, 4.44444}	{79.8102, -141.142, 271.325}
{3.33333, 4.44444, 5.55556}	{-473.47, 158.436, -260.848}
{3.33333, 4.44444, 6.66667}	{145.614, 66.7535, -510.394}
{3.33333, 4.44444, 7.77778}	{-59.2534, -166.651, 204.211}
{3.33333, 4.44444, 8.88889}	{-675.433, -179.924, -154.442}
{3.33333, 4.44444, 10}	{259.517, -33.2036, -310.704}
{3.33333, 5.55556, 0}	{45.3825, -639.397, 206.407}
{3.33333, 5.55556, 1.11111}	{-74.9868, 424.491, 283.645}
{3.33333, 5.55556, 2.22222}	{-442.239, -585.948, -94.5664}
{3.33333, 5.55556, 3.33333}	{122.721, -203.285, 907.665}
{3.33333, 5.55556, 4.44444}	{-130.031, 102.259, -260.127}
{3.33333, 5.55556, 5.55556}	{46.5204, -183.383, 20.2867}
{3.33333, 5.55556, 6.66667}	{-416.065, -422.57, -265.013}
{3.33333, 5.55556, 7.77778}	{209.217, -126.977, -56.9919}
{3.33333, 5.55556, 8.88889}	{255.18, -139.798, 213.166}
{3.33333, 5.55556, 10}	{-203.202, -46.3222, -149.573}
{3.33333, 6.66667, 0}	{228.769, -121.319, -292.357}
{3.33333, 6.66667, 1.11111}	{221.268, 153.153, -576.424}
{3.33333, 6.66667, 2.22222}	{-18.1259, -89.6576, 248.554}
{3.33333, 6.66667, 3.33333}	{-246.711, -452.631, -307.319}
{3.33333, 6.66667, 4.44444}	{-12.4778, -0.673852, 332.567}
{3.33333, 6.66667, 5.55556}	{320.788, -60.8146, -248.848}
{3.33333, 6.66667, 6.66667}	{70.0903, 41.9078, 261.214}
{3.33333, 6.66667, 7.77778}	{102.52, 82.7012, -207.179}
{3.33333, 6.66667, 8.88889}	{346.937, 306.386, 242.289}
{3.33333, 6.66667, 10}	{159.478, 220.432, -298.266}
{3.33333, 7.77778, 0}	{-32.5104, -207.232, 142.303}
{3.33333, 7.77778, 1.11111}	{-9.69992, -113.006, 262.229}
{3.33333, 7.77778, 2.22222}	{-165.745, -232.854, -168.808}
{3.33333, 7.77778, 3.33333}	{-74.5587, 119.088, -17.5993}
{3.33333, 7.77778, 4.44444}	{-358.493, -443.237, 36.9907}
{3.33333, 7.77778, 5.55556}	{62.4079, -53.7943, -45.7697}
{3.33333, 7.77778, 6.66667}	{-189.585, 544.114, 250.328}
{3.33333, 7.77778, 7.77778}	{224.174, 416.25, -81.025}
{3.33333, 7.77778, 8.88889}	{-234.215, -297.343, 173.004}
{3.33333, 7.77778, 10}	{-149.203, 71.5827, 249.565}
{3.33333, 8.88889, 0}	{-30.1698, 13.0526, 28.7871}
{3.33333, 8.88889, 1.11111}	{304.637, 217.061, 272.042}
{3.33333, 8.88889, 2.22222}	{-123.347, 234.285, -211.02}
{3.33333, 8.88889, 3.33333}	{229.826, -190.915, 219.626}
{3.33333, 8.88889, 4.44444}	{-168.394, -67.8313, -287.236}
{3.33333, 8.88889, 5.55556}	{-124.988, -233.972, 61.9402}
{3.33333, 8.88889, 6.66667}	{-349.79, 199, -191.787}
{3.33333, 8.88889, 7.77778}	{260.551, 406.322, 34.2964}
{3.33333, 8.88889, 8.88889}	{259.922, 452.123, 1.17832}
{3.33333, 8.88889, 10}	{-358.86, 23.9111, -49.3725}
{3.33333, 10, 0}	{520.515, -141.308, 363.531}
{3.33333, 10, 1.11111}	{161.639, 167.791, -333.877}
{3.33333, 10, 2.22222}	{-176.974, -142.619, 61.5917}
{3.33333, 10, 3.33333}	{135.9, -327.556, -195.559}
{3.33333, 10, 4.44444}	{295.879, -420.809, -50.2377}
{3.33333, 10, 5.55556}	{-107.29, -299.088, -46.9644}
{3.33333, 10, 6.66667}	{-389.784, 51.8386, -146.311}
{3.33333, 10, 7.77778}	{213.695, -79.5217, 45.5043}
{3.33333, 10, 8.88889}	{184.01, -268.836, -131.638}
{3.33333, 10, 10}	{-259.886, -22.6218, 241.292}
{4.44444, 0, 0}	{147.773, -50.7745, -176.565}
{4.44444, 0, 1.11111}	{24.6204, 165.732, -259.505}
{4.44444, 0, 2.22222}	{-130.075, -140.511, -54.7324}
{4.44444, 0, 3.33333}	{-58.152, -359.019, 108.184}
{4.44444, 0, 4.44444}	{129.683, 160.784, 136.006}
{4.44444, 0, 5.55556}	{-76.9301, 129.781, 25.9146}
